,patch_id,img_id,scatter_x,scatter_y,grade,o2u,fine,class,heat_score,grade_0_num,grade_1_num,grade_2_num,file_name,noise
58,58.0,0.0,0.4776624786934559,0.47280234533977716,0.0,0.157,0.652,0,0.2525,4.0,4.0,4.0,x2901_y301_class0.png,1.0
59,59.0,0.0,0.3158690860079742,0.6566613829236555,0.0,0.079,0.729,0,0.17500000000000002,4.0,4.0,4.0,x201_y1851_class0.png,1.0
60,60.0,0.0,0.19237619474555162,0.5139035678134813,0.0,0.054,0.88,1,0.087,4.0,4.0,4.0,x2651_y701_class1.png,1.0
61,61.0,0.0,0.5169043990541593,0.476319593253848,0.0,0.083,0.895,0,0.094,4.0,4.0,4.0,x2001_y851_class0.png,1.0
62,62.0,0.0,0.2825520827802671,0.713612555794181,0.0,0.178,0.927,1,0.12549999999999997,4.0,4.0,4.0,x3101_y1701_class1.png,1.0
63,63.0,0.0,0.333062637945319,0.3528442081653267,0.0,0.143,0.79,0,0.1765,4.0,4.0,4.0,x2351_y1551_class0.png,1.0
64,64.0,0.0,0.2829425654564408,0.6569014153982353,0.0,0.142,0.767,1,0.1875,4.0,4.0,4.0,x3251_y951_class1.png,1.0
65,65.0,0.0,0.21476910652631304,0.31125841219948824,0.0,0.084,0.764,1,0.16,4.0,4.0,4.0,x3051_y1101_class1.png,1.0
66,66.0,0.0,0.25883621592744804,0.802542268579633,0.0,0.095,0.886,0,0.1045,4.0,4.0,4.0,x2801_y2401_class0.png,1.0
67,67.0,0.0,0.3382251656083637,1.1283924827656624,0.0,0.1,0.858,0,0.12100000000000001,4.0,4.0,4.0,x1751_y801_class0.png,1.0
68,68.0,0.0,0.26389309484801715,0.8903427104459637,0.0,0.202,0.67,1,0.266,4.0,4.0,4.0,x2151_y901_class1.png,1.0
69,69.0,0.0,0.6082310378339548,0.39018874013048155,0.0,0.115,0.896,1,0.10949999999999999,4.0,4.0,4.0,x2301_y751_class1.png,1.0
70,70.0,0.0,0.4131726985763063,0.8203100809335216,0.0,0.061,0.762,0,0.1495,4.0,4.0,4.0,x3101_y2751_class0.png,1.0
71,71.0,0.0,0.27931630642945326,0.7273802107796532,0.0,0.233,0.68,0,0.27649999999999997,4.0,4.0,4.0,x2401_y401_class0.png,1.0
72,72.0,0.0,0.35591199234086024,0.6376555632327158,0.0,0.107,0.818,0,0.14450000000000002,4.0,4.0,4.0,x1751_y301_class0.png,1.0
73,73.0,0.0,0.39487579801384187,0.580271402849628,0.0,0.119,0.874,0,0.1225,4.0,4.0,4.0,x1701_y501_class0.png,1.0
74,74.0,0.0,0.3998541354305533,0.43582930533508746,0.0,0.098,0.762,1,0.16799999999999998,4.0,4.0,4.0,x2501_y1251_class1.png,1.0
75,75.0,0.0,0.21912820696640523,0.17593061680075228,0.0,0.089,0.673,0,0.20799999999999996,4.0,4.0,4.0,x3251_y2151_class0.png,1.0
76,76.0,0.0,0.30849532030502447,0.6961941911769061,0.0,0.232,0.837,1,0.1975,4.0,4.0,4.0,x2701_y1301_class1.png,1.0
77,77.0,0.0,0.16312887627412628,0.8844162766144055,0.0,0.217,0.782,0,0.21749999999999997,4.0,4.0,4.0,x601_y2101_class0.png,1.0
78,78.0,0.0,0.475004049434337,0.4596708693760162,0.0,0.22,0.632,0,0.294,4.0,4.0,4.0,x3251_y151_class0.png,1.0
79,79.0,0.0,0.34762646252906226,0.371504162622432,0.0,0.252,0.798,0,0.22699999999999998,4.0,4.0,4.0,x2751_y2051_class0.png,1.0
80,80.0,0.0,0.45933661204626347,1.1412624897242487,0.0,0.071,0.765,0,0.153,4.0,4.0,4.0,x2501_y551_class0.png,1.0
81,81.0,0.0,0.1570213997476216,0.4513464004884905,0.0,0.215,0.715,0,0.25,4.0,4.0,4.0,x1601_y2501_class0.png,1.0
82,82.0,0.0,0.4606564346746472,0.6936007580819165,0.0,0.189,0.606,1,0.2915,4.0,4.0,4.0,x3001_y901_class1.png,1.0
83,83.0,0.0,0.18493593784953688,0.44481684224671647,0.0,0.192,0.696,0,0.24800000000000003,4.0,4.0,4.0,x2301_y2451_class0.png,1.0
84,84.0,0.0,0.2440352890953954,0.707058524432478,0.0,0.211,0.883,0,0.16399999999999998,4.0,4.0,4.0,x851_y351_class0.png,1.0
85,85.0,0.0,0.13849110739657267,0.06055165467939039,0.0,0.1,0.625,0,0.2375,4.0,4.0,4.0,x2401_y2751_class0.png,1.0
86,86.0,0.0,0.25565724538585377,0.7110129405529562,0.0,0.153,0.666,0,0.2435,4.0,4.0,4.0,x1101_y1301_class0.png,1.0
87,87.0,0.0,0.17909933978473616,0.8389449091819081,0.0,0.22,0.861,0,0.1795,4.0,4.0,4.0,x1101_y2001_class0.png,1.0
88,88.0,0.0,0.1132334251681775,0.6213953707322185,0.0,0.167,0.94,0,0.11350000000000003,4.0,4.0,4.0,x2901_y2501_class0.png,1.0
89,89.0,0.0,0.345462133590519,0.5406166223006239,0.0,0.251,0.902,1,0.1745,4.0,4.0,4.0,x2651_y1001_class1.png,1.0
90,90.0,0.0,0.21918267779560613,0.9217416814378825,0.0,0.064,0.647,0,0.2085,4.0,4.0,4.0,x1701_y701_class0.png,1.0
91,91.0,0.0,0.2659854514223608,0.7313001392350522,0.0,0.051,0.786,1,0.13249999999999998,4.0,4.0,4.0,x2251_y951_class1.png,1.0
92,92.0,0.0,0.2358776962565287,0.6034976750918152,0.0,0.223,0.784,0,0.21949999999999997,4.0,4.0,4.0,x1851_y801_class0.png,1.0
93,93.0,0.0,0.27911679236123604,0.6102187679532804,0.0,0.067,0.793,0,0.13699999999999998,4.0,4.0,4.0,x151_y1201_class0.png,1.0
94,94.0,0.0,0.2224216626166008,0.3996715827990985,0.0,0.257,0.657,0,0.3,4.0,4.0,4.0,x2201_y501_class0.png,1.0
95,95.0,0.0,0.42951476818436274,0.01538476356107843,0.0,0.255,0.695,1,0.28,4.0,4.0,4.0,x2651_y601_class1.png,1.0
96,96.0,0.0,0.3906854935934491,0.5664022665411721,0.0,0.276,0.871,0,0.2025,4.0,4.0,4.0,x2501_y2801_class0.png,1.0
97,97.0,0.0,0.2651258987925046,0.5664594689819347,0.0,0.222,0.761,0,0.23049999999999998,4.0,4.0,4.0,x2801_y251_class0.png,1.0
98,98.0,0.0,0.3181170427729173,0.7740898731814494,0.0,0.252,0.834,0,0.20900000000000002,4.0,4.0,4.0,x1451_y601_class0.png,1.0
99,99.0,0.0,0.4101987872773819,0.26370039415080715,0.0,0.299,0.943,0,0.17800000000000002,4.0,4.0,4.0,x2551_y2001_class0.png,1.0
100,100.0,0.0,0.19404575015324987,0.6719090323967484,0.0,0.122,0.659,0,0.23149999999999998,4.0,4.0,4.0,x1551_y951_class0.png,0.0
101,101.0,0.0,0.23794669254643686,0.4998745025027019,0.0,0.173,0.75,1,0.2115,4.0,4.0,4.0,x2401_y701_class1.png,0.0
102,102.0,0.0,0.16798236470303143,0.6046277916009186,0.0,0.26,0.92,0,0.16999999999999998,4.0,4.0,4.0,x2601_y151_class0.png,0.0
103,103.0,0.0,0.2295422529944932,0.8568425922294594,0.0,0.083,0.75,0,0.1665,4.0,4.0,4.0,x751_y1851_class0.png,0.0
104,104.0,0.0,0.21200627753283272,0.5027895600083994,0.0,0.229,0.75,0,0.2395,4.0,4.0,4.0,x801_y301_class0.png,0.0
105,105.0,0.0,0.2700176054847666,0.7453949616565324,0.0,0.279,0.859,0,0.21000000000000002,4.0,4.0,4.0,x2501_y2101_class0.png,0.0
106,106.0,0.0,0.26692090026189996,0.6718945094088293,0.0,0.175,0.634,1,0.27049999999999996,4.0,4.0,4.0,x2601_y1451_class1.png,0.0
107,107.0,0.0,0.126569068083842,0.7790939222647639,0.0,0.195,0.646,0,0.27449999999999997,4.0,4.0,4.0,x3151_y2001_class0.png,0.0
108,108.0,0.0,0.2984073135674822,0.6921976423214449,0.0,0.12,0.673,1,0.22349999999999998,4.0,4.0,4.0,x3451_y1651_class1.png,0.0
109,109.0,0.0,0.28278817660051414,0.44127005160963295,0.0,0.249,0.748,0,0.2505,4.0,4.0,4.0,x2501_y2151_class0.png,0.0
110,110.0,0.0,0.21654021135156437,0.6869660472956729,0.0,0.28,0.807,1,0.2365,4.0,4.0,4.0,x3301_y1651_class1.png,0.0
111,111.0,0.0,0.12430177544162907,0.6142551180901632,0.0,0.115,0.831,0,0.14200000000000002,4.0,4.0,4.0,x2451_y2351_class0.png,0.0
112,112.0,0.0,0.1600598642756939,0.5135409865890905,0.0,0.169,0.683,1,0.243,4.0,4.0,4.0,x2701_y1551_class1.png,0.0
113,113.0,0.0,0.41112672637191305,0.879788696276119,0.0,0.174,0.739,0,0.2175,4.0,4.0,4.0,x2801_y2751_class0.png,0.0
114,114.0,0.0,0.4111812312068627,0.7768224302044469,0.0,0.27,0.681,1,0.2945,4.0,4.0,4.0,x2351_y1251_class1.png,0.0
115,115.0,0.0,0.2130938725201595,0.602317614468673,0.0,0.285,0.789,0,0.24799999999999997,4.0,4.0,4.0,x1451_y1_class0.png,0.0
116,116.0,0.0,0.3902969548182368,0.5907896459648093,0.0,0.239,0.949,0,0.14500000000000002,4.0,4.0,4.0,x3051_y501_class0.png,0.0
117,117.0,0.0,0.19379833459616194,0.8780759650524239,0.0,0.298,0.639,1,0.3295,4.0,4.0,4.0,x2851_y1451_class1.png,0.0
118,118.0,0.0,0.2877503497158075,0.4018871437856335,0.0,0.109,0.897,0,0.10599999999999998,4.0,4.0,4.0,x3101_y2101_class0.png,0.0
119,119.0,0.0,0.35141243110058523,0.4907771932384685,0.0,0.092,0.917,0,0.08749999999999998,4.0,4.0,4.0,x2051_y1151_class0.png,0.0
120,120.0,0.0,0.3139044062101226,0.8667830500178693,0.0,0.279,0.655,0,0.312,4.0,4.0,4.0,x401_y1951_class0.png,0.0
121,121.0,0.0,0.39136032102315343,0.6466787075239938,0.0,0.255,0.922,1,0.16649999999999998,4.0,4.0,4.0,x2751_y1001_class1.png,0.0
122,122.0,0.0,0.42973364299403816,0.7544966688310809,0.0,0.061,0.842,0,0.10950000000000001,4.0,4.0,4.0,x201_y1701_class0.png,0.0
123,123.0,0.0,0.31457844135250945,0.4720341373614262,0.0,0.095,0.785,1,0.15499999999999997,4.0,4.0,4.0,x2551_y1651_class1.png,0.0
124,124.0,0.0,0.3078586081509819,0.9733448488193359,0.0,0.184,0.93,1,0.12699999999999997,4.0,4.0,4.0,x2501_y901_class1.png,0.0
125,125.0,0.0,0.3133279762263258,0.4377684612916044,0.0,0.116,0.79,1,0.16299999999999998,4.0,4.0,4.0,x3351_y1751_class1.png,0.0
126,126.0,0.0,0.44959076041908186,0.6281029287525915,0.0,0.074,0.626,0,0.224,4.0,4.0,4.0,x3301_y1851_class0.png,0.0
127,127.0,0.0,0.25634066713344283,0.6747511102387929,0.0,0.243,0.633,0,0.305,4.0,4.0,4.0,x3001_y1701_class0.png,0.0
128,128.0,0.0,0.42664467449587684,0.5823662278442195,0.0,0.186,0.61,0,0.28800000000000003,4.0,4.0,4.0,x1701_y2551_class0.png,0.0
129,129.0,0.0,0.29878210992756615,0.4748060865975317,0.0,0.118,0.826,0,0.14600000000000002,4.0,4.0,4.0,x651_y1351_class0.png,0.0
130,130.0,0.0,0.22900489039587,0.6908837059910486,0.0,0.248,0.639,0,0.3045,4.0,4.0,4.0,x1851_y2451_class0.png,0.0
131,131.0,0.0,0.3571786595959986,0.149120529627167,0.0,0.214,0.668,0,0.27299999999999996,4.0,4.0,4.0,x3401_y2301_class0.png,0.0
132,132.0,0.0,0.3195276321044291,0.3270831470549784,0.0,0.245,0.744,1,0.2505,4.0,4.0,4.0,x3151_y1051_class1.png,0.0
133,133.0,0.0,0.3567687231027768,0.17413333835100447,0.0,0.124,0.708,0,0.20800000000000002,4.0,4.0,4.0,x851_y401_class0.png,0.0
134,134.0,0.0,0.14069722289890443,0.537116122797584,0.0,0.125,0.775,0,0.175,4.0,4.0,4.0,x2201_y351_class0.png,0.0
135,135.0,0.0,0.38848120900005045,0.5311240540736014,0.0,0.208,0.958,0,0.125,4.0,4.0,4.0,x2651_y2251_class0.png,0.0
136,136.0,0.0,0.4208410028139625,0.5349535084106721,0.0,0.179,0.878,0,0.1505,4.0,4.0,4.0,x2851_y1951_class0.png,0.0
137,137.0,0.0,0.13244877139192537,0.561800033941238,0.0,0.23,0.804,0,0.21299999999999997,4.0,4.0,4.0,x2951_y1851_class0.png,0.0
138,138.0,0.0,0.3202712544065662,0.6554581675893034,0.0,0.132,0.743,1,0.1945,4.0,4.0,4.0,x2401_y851_class1.png,0.0
139,139.0,0.0,0.2586975204387668,0.8296987507476131,0.0,0.107,0.951,0,0.07800000000000001,4.0,4.0,4.0,x451_y1751_class0.png,0.0
140,140.0,0.0,0.41796133232896054,0.40814013110928915,0.0,0.166,0.763,1,0.2015,4.0,4.0,4.0,x2401_y1151_class1.png,0.0
141,141.0,0.0,0.32318516525132346,0.4838409251633574,0.0,0.27,0.899,1,0.1855,4.0,4.0,4.0,x2401_y1401_class1.png,0.0
142,142.0,0.0,0.35406769909427627,0.3912889948163669,0.0,0.269,0.853,0,0.20800000000000002,4.0,4.0,4.0,x3251_y2651_class0.png,0.0
143,143.0,0.0,0.41288022634512,0.43115894497787943,0.0,0.066,0.734,0,0.166,4.0,4.0,4.0,x1101_y201_class0.png,0.0
144,144.0,0.0,0.2603647298902786,0.4323067326813278,0.0,0.297,0.601,0,0.348,4.0,4.0,4.0,x2151_y551_class0.png,0.0
145,145.0,0.0,0.3200864686002322,0.47946370417265216,0.0,0.088,0.738,0,0.175,4.0,4.0,4.0,x201_y1451_class0.png,0.0
146,146.0,0.0,0.37369059876033217,0.6529408978995689,0.0,0.185,0.6,0,0.2925,4.0,4.0,4.0,x1201_y1451_class0.png,0.0
147,147.0,0.0,0.16946165535741972,0.7674094657162565,0.0,0.178,0.777,0,0.20049999999999998,4.0,4.0,4.0,x2801_y1601_class0.png,0.0
148,148.0,0.0,0.3683968131077592,0.373458576948411,0.0,0.082,0.727,0,0.17750000000000002,4.0,4.0,4.0,x2951_y301_class0.png,0.0
149,149.0,0.0,0.24920288073608077,0.32270088589924234,0.0,0.263,0.729,0,0.267,4.0,4.0,4.0,x101_y751_class0.png,0.0
150,150.0,0.0,0.37961017543939823,0.10550320904998328,0.0,0.164,0.64,0,0.262,4.0,4.0,4.0,x251_y1051_class0.png,0.0
151,151.0,0.0,0.44343727750139317,0.9075578464752746,0.0,0.062,0.922,0,0.06999999999999998,4.0,4.0,4.0,x401_y1801_class0.png,0.0
152,152.0,0.0,0.41666821300635487,0.7525758460365578,0.0,0.245,0.7,0,0.2725,4.0,4.0,4.0,x401_y1701_class0.png,0.0
153,153.0,0.0,0.19379488888242263,0.42231696325150847,0.0,0.094,0.861,0,0.1165,4.0,4.0,4.0,x2101_y701_class0.png,0.0
154,154.0,0.0,0.2717956087873965,0.7157910957556981,0.0,0.081,0.685,1,0.19799999999999998,4.0,4.0,4.0,x2801_y1401_class1.png,0.0
155,155.0,0.0,0.27122465372270804,0.9978087787787983,0.0,0.255,0.864,0,0.1955,4.0,4.0,4.0,x1201_y1351_class0.png,0.0
156,156.0,0.0,0.36967451829131515,0.5672593841191601,0.0,0.218,0.909,0,0.15449999999999997,4.0,4.0,4.0,x2601_y1851_class0.png,0.0
157,157.0,0.0,0.31955346904116266,0.7319046510023965,0.0,0.238,0.617,0,0.3105,4.0,4.0,4.0,x2451_y201_class0.png,0.0
158,158.0,0.0,0.46997711392357316,0.4830763395750471,0.0,0.298,0.88,0,0.209,4.0,4.0,4.0,x2601_y2451_class0.png,0.0
159,159.0,0.0,0.2595235493152979,0.4060222813676532,0.0,0.105,0.62,0,0.2425,4.0,4.0,4.0,x2401_y2801_class0.png,0.0
160,160.0,0.0,0.30096186454933277,0.6446906778158696,0.0,0.263,0.874,0,0.1945,4.0,4.0,4.0,x2201_y2701_class0.png,0.0
161,161.0,0.0,0.10624657703605084,0.8064561981317924,0.0,0.177,0.817,0,0.18000000000000002,4.0,4.0,4.0,x2601_y301_class0.png,0.0
162,162.0,0.0,0.3808443239418859,0.6855966265032676,0.0,0.072,0.688,1,0.19200000000000003,4.0,4.0,4.0,x2851_y1401_class1.png,0.0
163,163.0,0.0,0.343751906628455,0.44705105384303884,0.0,0.15,0.615,0,0.2675,4.0,4.0,4.0,x601_y1701_class0.png,0.0
164,164.0,0.0,0.3113500661525757,0.09155062810902193,0.0,0.22,0.737,0,0.2415,4.0,4.0,4.0,x451_y1951_class0.png,0.0
165,165.0,0.0,0.31206111870431386,0.7489372171720626,0.0,0.055,0.814,0,0.12050000000000002,4.0,4.0,4.0,x2501_y301_class0.png,0.0
166,166.0,0.0,0.21761956643476094,0.6100524395645782,0.0,0.173,0.607,1,0.28300000000000003,4.0,4.0,4.0,x3151_y501_class1.png,0.0
167,167.0,0.0,0.25810850005457625,0.62967757240152,0.0,0.149,0.844,0,0.15250000000000002,4.0,4.0,4.0,x3001_y351_class0.png,0.0
168,168.0,0.0,0.20487140396071918,0.5341153216693586,0.0,0.197,0.783,1,0.207,4.0,4.0,4.0,x2451_y851_class1.png,0.0
169,169.0,0.0,0.4049118829820253,0.5264726663645632,0.0,0.264,0.786,0,0.239,4.0,4.0,4.0,x1701_y2501_class0.png,0.0
170,170.0,0.0,0.4064392326045404,0.5950920517980217,0.0,0.172,0.746,0,0.213,4.0,4.0,4.0,x3051_y151_class0.png,0.0
171,171.0,0.0,0.29693719878299457,0.5457156256780068,0.0,0.169,0.818,0,0.17550000000000004,4.0,4.0,4.0,x3101_y51_class0.png,0.0
172,172.0,0.0,0.23840267970021417,0.7820951336924878,0.0,0.146,0.732,0,0.20700000000000002,4.0,4.0,4.0,x2851_y201_class0.png,0.0
173,173.0,0.0,0.3615940625278531,0.8258861922240202,0.0,0.099,0.694,1,0.2025,4.0,4.0,4.0,x2751_y701_class1.png,0.0
174,174.0,0.0,0.46423650604389705,0.7673191997051143,0.0,0.238,0.789,0,0.22449999999999998,4.0,4.0,4.0,x3201_y401_class0.png,0.0
175,175.0,0.0,0.2916664190193808,0.5388481474969231,0.0,0.274,0.654,0,0.31,4.0,4.0,4.0,x1251_y251_class0.png,0.0
176,176.0,0.0,0.2262416655891979,0.09150487158644993,0.0,0.153,0.633,0,0.26,4.0,4.0,4.0,x2001_y2651_class0.png,0.0
177,177.0,0.0,0.31387898097529265,0.5867114357598823,0.0,0.276,0.937,0,0.16949999999999998,4.0,4.0,4.0,x1551_y301_class0.png,0.0
178,178.0,0.0,0.1409485812224782,0.3214173446001439,0.0,0.243,0.719,1,0.262,4.0,4.0,4.0,x2151_y1001_class1.png,0.0
179,179.0,0.0,0.25814558174717483,0.4962323739189485,0.0,0.06,0.912,0,0.07399999999999998,4.0,4.0,4.0,x2701_y2501_class0.png,0.0
