patch_id,img_id,value,x,y,grade,o2u,fine
10.0,1.0,0.9935477676634114,0.1808056176566099,0.2217461793093799,0.0,0.107,0.853
11.0,1.0,0.2843104496747199,0.3907504491337944,1.137586270629115,0.0,0.152,0.648
12.0,1.0,0.715908521756122,0.1716385709504283,0.6317296328492158,0.0,0.067,0.813
13.0,1.0,0.0760580709611932,0.1070718565289924,0.8400702996825065,0.0,0.105,0.719
14.0,1.0,0.0403481426040948,0.197758542081207,0.9474536835236256,0.0,0.229,0.644
15.0,1.0,0.0222718184998818,0.244276240322596,0.3194180302479981,0.0,0.091,0.685
16.0,1.0,0.969916532496646,0.3725171074669505,0.5699046125563807,0.0,0.231,0.865
17.0,1.0,0.2718213493526777,0.3392080380488236,0.6233331301104218,0.0,0.051,0.762
18.0,1.0,0.1012518102871706,0.4938435956300155,0.4325189103848238,0.0,0.081,0.738
19.0,1.0,0.8630262145896425,0.2245695715414739,0.4349559450868691,0.0,0.066,0.755
20.0,1.0,0.6251916664073537,0.3860843053614141,0.6266179682036509,0.0,0.209,0.925
21.0,1.0,0.2569594589176045,0.2504871551943409,0.1712292575662141,0.0,0.281,0.679
22.0,1.0,0.035522330834909,0.5001790939066181,0.3321100466614505,0.0,0.12,0.948
23.0,1.0,0.0311325416758513,0.226178715733294,0.5588254209699637,0.0,0.293,0.956
24.0,1.0,0.1278678299535877,0.2421002073885819,0.6444525294834542,0.0,0.084,0.9
25.0,1.0,0.8237680875604356,0.2445469825652717,0.5513794532091905,0.0,0.056,0.784
26.0,1.0,0.1848403497403131,0.2497384478896831,0.7225515117809366,0.0,0.14,0.937
27.0,1.0,0.9469373845498358,0.3327286870939175,0.6231594556439957,0.0,0.237,0.957
28.0,1.0,0.651731401725827,0.2610287779045733,0.4146935685858218,0.0,0.183,0.747
29.0,1.0,0.2658572156290411,0.2293217098137705,0.774318739402974,0.0,0.279,0.954
30.0,1.0,0.738904585078765,0.1933676736063834,0.8342043280627207,0.0,0.235,0.793
31.0,1.0,0.423871911251643,0.4600392137031563,0.1997215567380589,0.0,0.05,0.798
32.0,1.0,0.4952079826320869,0.321330721169387,0.3239324376755998,0.0,0.065,0.772
33.0,1.0,0.0155731352908361,0.2378381788894599,0.485987060450783,0.0,0.283,0.633
34.0,1.0,0.1241042767837715,0.1204387258006604,0.7511034018885735,0.0,0.201,0.689
35.0,1.0,0.3924352499025711,0.3555516175664929,0.753965418692556,0.0,0.092,0.745
36.0,1.0,0.8833584724052347,0.2106805472326347,0.4923694525006381,0.0,0.128,0.83
37.0,1.0,0.9246612009273286,0.4201658997846952,0.950915836599638,0.0,0.097,0.788
38.0,1.0,0.6645490336626187,0.2690342874747364,0.5716915661742061,0.0,0.087,0.692
39.0,1.0,0.5482603061265754,0.2083722006494512,0.4178479914355856,0.0,0.295,0.834
40.0,1.0,0.1377959127522217,0.4461809463033744,0.6064239145726333,0.0,0.19,0.779
41.0,1.0,0.7641215073907012,0.3908024164441955,0.2493592207073808,0.0,0.196,0.889
42.0,1.0,0.2960741879544324,0.4875946671493907,0.9331671820815108,0.0,0.104,0.685
43.0,1.0,0.4563234309774104,0.2734006263141247,0.523173853029419,0.0,0.157,0.791
44.0,1.0,0.2183370335458643,0.1983934070890103,0.7376484874001187,0.0,0.292,0.85
45.0,1.0,0.7220867709312919,0.1787459630569327,1.0122052839448317,0.0,0.101,0.842
46.0,1.0,0.9979056893850092,0.1920625802400394,0.681690770647208,0.0,0.242,0.93
47.0,1.0,0.4008657128410358,0.489634980799091,0.5079920401532978,0.0,0.158,0.839
48.0,1.0,0.6747940117872843,0.3665497529201923,0.5788660973213602,0.0,0.064,0.655
49.0,1.0,0.977033107632062,0.1784491455295187,0.5237424856411216,0.0,0.195,0.801
0.0,2.0,0.2795782706879656,0.1713966287778502,0.4576096527439086,0.0,0.252,0.759
1.0,2.0,0.8721084118594894,0.517415656546542,0.6516385310355671,0.0,0.074,0.925
2.0,2.0,0.4678677768196654,0.344774227547,0.668467452279484,0.0,0.077,0.907
3.0,2.0,0.1035779235248338,0.2669573884476052,0.5672181489011705,0.0,0.151,0.679
4.0,2.0,0.308922080945189,0.2289896215432602,0.3703301752000758,0.0,0.284,0.884
5.0,2.0,0.1594452266915398,0.2964898950307765,0.4516026913391882,0.0,0.067,0.803
6.0,2.0,0.7733015475902854,0.1409584993534109,0.6009598907318825,0.0,0.245,0.811
7.0,2.0,0.764733901372956,0.2895363638040128,0.37612945018344,0.0,0.078,0.72
8.0,2.0,0.9853337954325364,0.3966836793178124,0.8653000247592243,0.0,0.056,0.683
9.0,2.0,0.5595846968041689,0.3839013237683263,1.0669730759914435,0.0,0.151,0.72
10.0,2.0,0.5442843072221492,0.2169748642451236,0.5689774182155106,0.0,0.276,0.935
11.0,2.0,0.6959530103713006,0.3142644370164615,0.5875942157669026,0.0,0.151,0.638
12.0,2.0,0.0219022942278671,0.0695998170359941,0.6550841202012606,0.0,0.164,0.648
13.0,2.0,0.9215951807296998,0.3009873100667427,0.6687926993102444,0.0,0.275,0.876
14.0,2.0,0.6208721027371714,0.0856117966913381,0.1662893760865526,0.0,0.236,0.7
15.0,2.0,0.017220080560408,0.2864613125470991,0.7143117681712895,0.0,0.146,0.797
16.0,2.0,0.3502746925788378,0.366590426481822,0.561482729442247,0.0,0.168,0.767
17.0,2.0,0.4577417514544543,0.3316110228024292,0.6269930692684786,0.0,0.181,0.705
18.0,2.0,0.2899067568664777,0.3702999032628569,0.4701036499681094,0.0,0.254,0.922
19.0,2.0,0.6149114645668652,0.1810397960213653,0.6099818516296697,0.0,0.271,0.84
20.0,2.0,0.0770746860008148,0.2383878248674724,0.5948785768756688,0.0,0.283,0.85
21.0,2.0,0.3771813981095465,0.3490553014178009,0.3423265165019268,0.0,0.161,0.886
22.0,2.0,0.4508807270478074,0.3513639597598921,0.9216696251651796,0.0,0.07,0.91
23.0,2.0,0.8272620382417232,0.285910341540216,0.4769040525765662,0.0,0.198,0.757
24.0,2.0,0.6607833704077178,0.2444827780592957,0.8804406590774727,0.0,0.24,0.78
25.0,2.0,0.4499717510627433,0.3547495414140468,0.7139541090409919,0.0,0.152,0.616
26.0,2.0,0.3080538432222655,0.297281463452387,0.2438871998220049,0.0,0.142,0.608
27.0,2.0,0.036138787605452,0.3926397995276034,0.4158621159915504,0.0,0.115,0.923
28.0,2.0,0.7825078701984037,0.0923998268509727,0.5181868196737923,0.0,0.163,0.803
29.0,2.0,0.4032603092991924,0.1717125602670806,0.5773501769607543,0.0,0.293,0.764
30.0,2.0,0.8754167985027326,0.1975757465328176,0.8275866257459752,0.0,0.133,0.865
31.0,2.0,0.8267480963923511,0.0356214259892813,0.5137320971752514,0.0,0.134,0.872
32.0,2.0,0.0711156155483397,0.4602798624069122,0.5450832974007906,0.0,0.073,0.873
33.0,2.0,0.1422892804559414,0.398613464885876,0.802794345853571,0.0,0.141,0.724
34.0,2.0,0.0705942789866723,0.3418981513927046,0.6540784285846787,0.0,0.069,0.831
35.0,2.0,0.1199824013057515,0.1320102668112798,0.5976850356022159,0.0,0.054,0.707
36.0,2.0,0.7842709963892925,0.1824266721028909,0.4220605304701346,0.0,0.097,0.7
37.0,2.0,0.4792083529916541,0.2696535032710963,0.7512500920001929,0.0,0.259,0.663
38.0,2.0,0.6705196904589351,0.283575709427273,0.6167479583491556,0.0,0.165,0.61
39.0,2.0,0.0724393117652056,0.1444898129564332,0.501808365393566,0.0,0.094,0.906
40.0,2.0,0.8126054590887316,0.4332125530598155,0.7771377177531993,0.0,0.126,0.716
41.0,2.0,0.5583418287512704,0.3282691504655262,0.5082924591250709,0.0,0.284,0.942
42.0,2.0,0.4524433848523539,0.1687298914703155,0.7135065480460981,0.0,0.266,0.676
43.0,2.0,0.2620268545980091,0.1377968382648444,0.7397323468504992,0.0,0.153,0.661
44.0,2.0,0.7906261126569524,0.2827538606864624,0.8073312115541103,0.0,0.06,0.809
45.0,2.0,0.4373973284932084,0.372383966955734,0.5445757174570468,0.0,0.06,0.675
46.0,2.0,0.4595432778969762,0.2343923994327639,0.7433907520721471,0.0,0.103,0.693
47.0,2.0,0.4243966677068193,0.1943193200851352,0.2819626045562315,0.0,0.24,0.658
48.0,2.0,0.0325048007991012,0.3638240090606496,0.1008177809958044,0.0,0.109,0.718
49.0,2.0,0.765776469652732,0.3554394942774246,0.316641985243453,0.0,0.269,0.798
0.0,3.0,0.4876668697124469,0.0757658874846657,0.960887496182456,0.0,0.295,0.938
1.0,3.0,0.6508054916653492,0.2314283351777901,0.6073370744813541,0.0,0.241,0.611
2.0,3.0,0.8849997083647331,0.2527978808337141,0.5442309819414008,0.0,0.211,0.849
3.0,3.0,0.0727461223586973,0.1134858152553078,0.4668897399299848,0.0,0.1,0.884
4.0,3.0,0.9360284872437392,0.2204877309704951,0.958427147608214,0.0,0.128,0.831
5.0,3.0,0.632348259320752,0.1251105994207703,0.520597751230194,0.0,0.259,0.742
6.0,3.0,0.930059453763361,0.3995208161837317,0.564822045758464,0.0,0.184,0.901
7.0,3.0,0.1995066242042547,0.2176027121160544,0.9650030574766846,0.0,0.192,0.658
8.0,3.0,0.8573782274872632,0.3095527199745294,0.35117376649062,0.0,0.209,0.795
9.0,3.0,0.1633675150950552,0.3332646087773849,0.532955552576017,0.0,0.189,0.665
10.0,3.0,0.6775609882806073,0.2379773364748886,1.141078646133388,0.0,0.217,0.938
11.0,3.0,0.7864284264977586,0.3111145780327496,0.8023869939833971,0.0,0.052,0.802
12.0,3.0,0.1111643618419589,0.2179050468619025,0.8740910245815314,0.0,0.241,0.936
13.0,3.0,0.8365008096240932,0.3458488381381007,0.4605179407533262,0.0,0.146,0.791
14.0,3.0,0.2506316864793613,0.1512352123339344,0.616034983178659,0.0,0.172,0.801
15.0,3.0,0.8562393735923594,0.2205249492268767,0.7065259890411684,0.0,0.167,0.857
16.0,3.0,0.6510785640764765,0.3546419632798967,0.3224024185153838,0.0,0.061,0.676
17.0,3.0,0.1852024472031384,0.3016461163726375,0.364258083335269,0.0,0.09,0.751
18.0,3.0,0.0365907386845615,0.2582147957650187,0.6479244410631941,0.0,0.223,0.781
19.0,3.0,0.710952615379384,0.3650491315531665,0.4966902658672862,0.0,0.069,0.838
20.0,3.0,0.9704544577133288,0.2366014482268789,0.5705549816715976,0.0,0.096,0.784
21.0,3.0,0.5309521172109577,0.3695651424748638,0.414809009750938,0.0,0.269,0.909
22.0,3.0,0.3564487745267192,0.3688688489965838,0.4772828438900225,0.0,0.163,0.782
23.0,3.0,0.1988786400607695,0.0981457542054764,0.7209128395945359,0.0,0.268,0.881
24.0,3.0,0.0572197617922319,0.3709670724206945,0.4532369857247599,0.0,0.228,0.941
25.0,3.0,0.7379890645208377,0.3010579067687414,0.5054778208699651,0.0,0.091,0.635
26.0,3.0,0.4401017332084218,0.3223573823186161,0.8120198829182321,0.0,0.093,0.893
27.0,3.0,0.6600603319910774,0.3993518104302725,0.4961477467852735,0.0,0.101,0.792
28.0,3.0,0.0664513584483538,0.3188684847086087,0.4040349511758645,0.0,0.17,0.703
29.0,3.0,0.5683541377144234,0.3218658689661782,0.5923165643368221,0.0,0.157,0.941
30.0,3.0,0.8811798217165068,0.4570412650329874,0.3292803205251294,0.0,0.224,0.87
31.0,3.0,0.6103013805512485,0.3212361496331286,0.6123389783023132,0.0,0.06,0.808
32.0,3.0,0.7723023669639971,0.3489219982405634,0.6996472915345213,0.0,0.115,0.8
33.0,3.0,0.5499269809895111,0.2288283994264242,0.3859459904769789,0.0,0.142,0.721
34.0,3.0,0.9882907070270596,0.1569760750421182,0.7217590810874476,0.0,0.116,0.889
35.0,3.0,0.5966434330676692,0.4047710384072746,0.7597400544453212,0.0,0.214,0.802
36.0,3.0,0.5157214358988848,0.1240049288741141,0.7011872821928665,0.0,0.222,0.885
37.0,3.0,0.3272565349514195,0.3024873087812026,0.4707877442622707,0.0,0.232,0.827
38.0,3.0,0.5231298622896976,0.1551252442259371,0.7752884469826704,0.0,0.143,0.887
39.0,3.0,0.9113089708299962,0.2081124055624824,0.4963524874842922,0.0,0.266,0.836
40.0,3.0,0.8666330795796874,0.5277847343204148,0.4992285258670124,0.0,0.155,0.613
41.0,3.0,0.7063953019683562,0.4022027018603943,0.509523702468073,0.0,0.09,0.908
42.0,3.0,0.3850662716605251,0.2100461292029953,0.5264739015491197,0.0,0.066,0.867
43.0,3.0,0.833666368361833,0.3407823494331281,0.7697355567894418,0.0,0.183,0.659
44.0,3.0,0.4045901758859865,0.3573097273203656,0.7180001618792023,0.0,0.266,0.897
45.0,3.0,0.5089870088461287,0.2593472376820292,0.6713586815170571,0.0,0.153,0.88
46.0,3.0,0.0423781878151222,0.5882300205710613,0.2977274219957034,0.0,0.076,0.666
47.0,3.0,0.7449352093239215,0.2833932560492795,0.8136390875362737,0.0,0.226,0.68
48.0,3.0,0.2730244343879298,0.1368703789574138,0.6163678440304893,0.0,0.067,0.842
49.0,3.0,0.4466180023018561,0.1467879307620791,0.84882214822519,0.0,0.181,0.729
0.0,4.0,0.8206723867274583,0.3135203699694072,0.4083706600166764,0.0,0.061,0.92
1.0,4.0,0.6726576774056046,0.4444825370792736,0.6829162279500731,0.0,0.075,0.798
2.0,4.0,0.11158163434334,0.1465072602652209,0.152831414314191,0.0,0.195,0.898
3.0,4.0,0.5501493614780434,0.2483831417701821,0.5655831387657024,0.0,0.171,0.947
4.0,4.0,0.1574315213734839,0.1756064925355135,0.6937187742613311,0.0,0.237,0.688
5.0,4.0,0.1904589616380219,0.3680167009584973,0.4053276203930942,0.0,0.175,0.857
6.0,4.0,0.0935159779426274,0.1870290099695454,0.5856963778768683,0.0,0.076,0.628
7.0,4.0,0.4006119294051713,0.3835458234140688,0.643891959225008,0.0,0.067,0.899
8.0,4.0,0.0162673754379849,0.3109897896475118,0.7569932638174162,0.0,0.152,0.652
9.0,4.0,0.6643217904906875,0.3254966785237582,0.9665306689954236,0.0,0.159,0.657
10.0,4.0,0.2723295717008068,0.4907452009231485,0.6161084283362931,0.0,0.123,0.884
11.0,4.0,0.5254366329781524,0.2371093459017638,0.2445135449604104,0.0,0.269,0.87
12.0,4.0,0.512151421224479,0.2379365900582014,0.6795397978278787,0.0,0.173,0.645
13.0,4.0,0.83326275006462,0.6442391984839557,0.5404904039239086,0.0,0.292,0.76
14.0,4.0,0.102936102450411,0.2290991631329944,0.6651792486315333,0.0,0.283,0.674
15.0,4.0,0.0413568037812069,0.3941452795534416,0.6356551657303094,0.0,0.209,0.851
16.0,4.0,0.0339334289876663,0.2886796042153617,0.660496863796463,0.0,0.137,0.865
17.0,4.0,0.3674727554195065,0.2922437948355302,0.3015447848126499,0.0,0.073,0.78
18.0,4.0,0.5299034559946638,0.2928918849829442,0.4688014026710717,0.0,0.268,0.764
19.0,4.0,0.5669233598770517,0.2503381237495272,0.6838099289368893,0.0,0.209,0.666
20.0,4.0,0.2962027861855973,0.2477616955148925,0.8222892547448589,0.0,0.221,0.875
21.0,4.0,0.2856696793871868,0.226248388982108,0.4535515467173044,0.0,0.077,0.675
22.0,4.0,0.7894635067398011,0.2484751199489046,0.4333914448924785,0.0,0.238,0.66
23.0,4.0,0.6018518033901141,0.2878761202089887,1.0780199365456875,0.0,0.219,0.9
24.0,4.0,0.5242752777265672,0.3176417067510088,0.4481645931736613,0.0,0.179,0.897
25.0,4.0,0.3998859168206946,0.3224894193927171,0.7820879456467917,0.0,0.184,0.718
26.0,4.0,0.338355285158828,0.3358715518219421,0.5257870249604119,0.0,0.187,0.856
27.0,4.0,0.2025565089300558,0.2155186196731502,0.7097382331103386,0.0,0.257,0.817
28.0,4.0,0.2703490076376447,0.2001780634161372,0.4834762717301266,0.0,0.299,0.72
29.0,4.0,0.4561475420969603,0.5027681921157328,0.2701828557181173,0.0,0.179,0.958
30.0,4.0,0.0245730961256395,0.2996100139538928,0.4030048967734261,0.0,0.177,0.935
31.0,4.0,0.5243367993390786,0.1613198447573139,0.1843608221499239,0.0,0.261,0.856
32.0,4.0,0.9282963905325426,0.1858601107447012,0.486688975429438,0.0,0.24,0.774
33.0,4.0,0.0222713057669959,0.3632937182670651,0.3350047810045083,0.0,0.087,0.8
34.0,4.0,0.6927488057135197,0.1622111128872276,0.6116695185531836,0.0,0.242,0.614
35.0,4.0,0.345113549381697,0.2826634098405123,0.6789275389033527,0.0,0.143,0.788
36.0,4.0,0.2098453113540043,0.387097815451605,0.2857795295969426,0.0,0.273,0.821
37.0,4.0,0.3537670259765033,0.2097403291238423,0.547414145699503,0.0,0.286,0.655
38.0,4.0,0.6238393673522434,0.2505130661499511,1.0271814628578024,0.0,0.238,0.927
39.0,4.0,0.4651445560883078,0.3562023789473425,0.8737105489994986,0.0,0.298,0.771
40.0,4.0,0.3802078313970209,0.2053180519032418,0.4564939422171928,0.0,0.177,0.88
41.0,4.0,0.9783207560607116,0.2752601020164739,0.5998110302157175,0.0,0.082,0.858
42.0,4.0,0.5393589336982714,0.3423869630274798,0.3681701278506903,0.0,0.166,0.827
43.0,4.0,0.2671423156266944,0.2468099770814233,0.7595272142643631,0.0,0.141,0.829
44.0,4.0,0.6909945799381015,0.265679219062713,0.7831763918589707,0.0,0.162,0.762
45.0,4.0,0.40505277474973,0.0558107140335325,0.790304965654359,0.0,0.286,0.869
46.0,4.0,0.7821303915092381,0.3962637725937381,0.4321382378669351,0.0,0.104,0.887
47.0,4.0,0.4087404813617433,0.3953722233120583,0.5686410007673466,0.0,0.053,0.654
48.0,4.0,0.9312311953207392,0.219437743599192,0.6845479480685285,0.0,0.102,0.793
49.0,4.0,0.3772385308487247,0.3521753653619464,0.255880025195193,0.0,0.226,0.784
0.0,5.0,0.8425292337733227,0.4104637549930272,0.5863743850390072,0.0,0.27,0.678
1.0,5.0,0.6194857060591521,0.4168373209528208,0.3407503830709893,0.0,0.177,0.769
2.0,5.0,0.8455218659757915,0.387276666721136,0.7878183099111137,0.0,0.294,0.787
3.0,5.0,0.1037436982880215,0.3658807440055385,0.6600898078569742,0.0,0.235,0.936
4.0,5.0,0.456386283684397,0.2440731619973936,0.4790327043240507,0.0,0.138,0.918
5.0,5.0,0.1897917121167252,0.1802855058809645,0.5542813960143693,0.0,0.085,0.949
6.0,5.0,0.7934707140620668,0.3545670352496707,0.5842694139088838,0.0,0.053,0.953
7.0,5.0,0.0194232264362129,0.1760647284786286,0.7246080100178383,0.0,0.277,0.756
8.0,5.0,0.1304772094490109,0.1816075380527871,0.3733056986988609,0.0,0.201,0.833
9.0,5.0,0.5144829510008321,0.366659725489756,0.7029951095564757,0.0,0.225,0.775
10.0,5.0,0.858650201017754,0.2005170031081861,0.7320801959528359,0.0,0.167,0.854
11.0,5.0,0.1132256466773422,0.2495530521318818,0.589125827866915,0.0,0.282,0.819
12.0,5.0,0.2242176806821657,0.285836143506699,0.9884754472806389,0.0,0.188,0.777
13.0,5.0,0.1869552841651186,0.3786672770452471,0.3514989337335581,0.0,0.127,0.883
14.0,5.0,0.3694807387256157,0.3538472485509,0.3812239841683782,0.0,0.228,0.739
15.0,5.0,0.6423392266636332,0.2077472600596749,0.6262902784106953,0.0,0.278,0.722
16.0,5.0,0.3566358448403358,0.3582862517041271,0.4733386249133293,0.0,0.249,0.8
17.0,5.0,0.6080649881878668,0.1132752047337816,0.5640425403993568,0.0,0.249,0.691
18.0,5.0,0.3684713851957041,0.3680519532972153,0.381864494370929,0.0,0.057,0.725
19.0,5.0,0.6210223832084422,0.2925031006735133,0.4892454289160567,0.0,0.132,0.657
20.0,5.0,0.5027254491953572,0.3336060208863614,0.4601145219304383,0.0,0.157,0.649
21.0,5.0,0.6231331612247095,0.2061218095771379,0.3621031242929755,0.0,0.212,0.762
22.0,5.0,0.8189057452795366,0.3671866917551574,0.4450171571600634,0.0,0.103,0.764
23.0,5.0,0.8001919496404751,0.1270130283484311,0.3356906172720818,0.0,0.17,0.788
24.0,5.0,0.9337412723328448,0.2692762583412373,0.5516269376179325,0.0,0.115,0.896
25.0,5.0,0.8821400078493702,0.2650432808604629,0.6691803486532031,0.0,0.13,0.702
26.0,5.0,0.4702809738620969,0.2414463887629273,0.7614032813492081,0.0,0.235,0.82
27.0,5.0,0.0644536329037677,0.4646972325626509,0.6878985660505961,0.0,0.135,0.787
28.0,5.0,0.5906069262352682,0.2633113427246581,0.30086318098486,0.0,0.115,0.674
29.0,5.0,0.7780829050136118,0.2810824135328887,0.3891552088830647,0.0,0.159,0.944
30.0,5.0,0.3690395300484936,0.2876358127241613,0.2834197542903464,0.0,0.164,0.673
31.0,5.0,0.995174014131952,0.3077945758563852,0.2959051956711112,0.0,0.251,0.796
32.0,5.0,0.1057925857403216,0.422198761048395,0.4171235125574198,0.0,0.138,0.788
33.0,5.0,0.2294119835391046,0.3114420282469267,0.6604715469963824,0.0,0.095,0.619
34.0,5.0,0.189407287356061,0.2149428108349473,0.1817282226553857,0.0,0.2,0.734
35.0,5.0,0.8945491360202428,0.4777864101781759,0.3067689954199559,0.0,0.237,0.659
36.0,5.0,0.832102472046778,0.2386330298175575,0.473924156768886,0.0,0.051,0.958
37.0,5.0,0.5486192680766808,0.3015329925186417,0.6594853246059684,0.0,0.255,0.715
38.0,5.0,0.2844727687805214,0.1132009620886103,0.8027213472548878,0.0,0.191,0.716
39.0,5.0,0.4912692482518654,0.2292381567086386,0.8705536872899373,0.0,0.182,0.918
40.0,5.0,0.9102748400150747,0.29232171781681,0.3766477877838025,0.0,0.091,0.766
41.0,5.0,0.4594646319524321,0.2862766120048792,0.2693926669509544,0.0,0.108,0.943
42.0,5.0,0.5055906421725052,0.3060047052647464,0.731914605280074,0.0,0.124,0.701
43.0,5.0,0.7436794067219094,0.2252062485773161,0.6488064214066468,0.0,0.114,0.897
44.0,5.0,0.381167512854721,0.2895759037497405,0.861381253890093,0.0,0.126,0.778
45.0,5.0,0.4131709252384313,0.2857911236761929,0.8301036860568837,0.0,0.174,0.829
46.0,5.0,0.1238657198126053,0.3885160431004538,0.4814184638738151,0.0,0.267,0.898
47.0,5.0,0.1388303323261045,0.373113605327283,0.4260821355435107,0.0,0.114,0.86
48.0,5.0,0.6551551861656676,0.3751637600889966,0.5186912837498348,0.0,0.292,0.635
